SampleID	Haplogroup	Overall_Rank
NA18525	F2i	0.8759
NA18526	G2a1d2a	0.7172
NA18528	B4a2b	0.6687
NA18530	D5a2a1+@16172	0.7418
NA18531	D5a2a1	0.7527
NA18532	D4m2a	0.7957
NA18533	D5a2a1	0.7897
NA18534	F1e2	0.7908
NA18535	D4b1a2a	0.8130
NA18536	B4k	0.6340
NA18537	B4a4	0.6619
NA18538	M8a2	0.7920
NA18539	K3	0.8843
NA18541	R0+16189	0.7223
NA18542	C	0.7849
NA18543	M7c1a3	0.7548
NA18544	B4d1a	0.7453
NA18545	F1b	0.8489
NA18546	R0+16189	0.6067
NA18547	C4a2b2	0.8199
NA18548	C4a1a2	0.8247
NA18549	B4k	0.6820
NA18550	M7b1a1c	0.7574
NA18552	B4c1b2c	0.7480
NA18553	N10a	0.6757
NA18555	R11b1a	0.8613
NA18557	D4g2a1	0.7914
NA18558	D5a2a2	0.7726
NA18559	B4c1b2c1	0.7725
NA18560	F2b1	0.7839
NA18561	F1d	0.7069
NA18562	D4i	0.8098
NA18563	N9a9	0.8211
NA18564	R11b1b	0.7888
NA18565	D4a	0.7927
NA18566	C5+16093	0.7181
NA18567	B4a4	0.6570
NA18570	G1c2	0.7833
NA18571	F2d	0.8019
NA18572	A+152+16362	0.7802
NA18573	D5b1c1a	0.7776
NA18574	M7c1b2b	0.7789
NA18577	M10a1a	0.7245
NA18579	A+152+16362	0.7948
NA18582	M7b1a1+(16192)	0.7728
NA18591	D4a8	0.8091
NA18592	F4	0.7358
NA18593	M9a1a	0.8212
NA18595	D5b1b	0.7819
NA18596	M8a3a	0.7794
NA18597	D4a	0.8415
NA18599	D5c	0.7261
NA18602	M10a1a	0.7606
NA18603	F1d1	0.7866
NA18605	D5c1	0.7092
NA18606	F1a1c	0.7900
NA18608	M11c	0.7873
NA18609	F2c2	0.7897
NA18610	M8a3a	0.7220
NA18611	A5b1	0.7224
NA18612	N9a9	0.7323
NA18613	N9a2	0.7103
NA18614	R0+16189	0.6894
NA18615	A18	0.7545
NA18616	B4d1	0.7065
NA18617	B4a1c5	0.7642
NA18618	M7c1a3	0.7672
NA18619	B4d3	0.7339
NA18620	F1a1c	0.7467
NA18621	A19	0.8275
NA18622	Z3d	0.7965
NA18623	D5a2a1+@16172	0.7962
NA18624	F2b1	0.7683
NA18625	D4b2b6	0.7804
NA18626	F2a	0.7475
NA18627	B4b1a2a	0.6831
NA18628	N9a	0.7329
NA18629	F2e	0.7552
NA18630	D5a2a1	0.7316
NA18631	C4d	0.7771
NA18632	A15	0.7034
NA18633	D4k	0.8153
NA18634	G1	0.7789
NA18635	G2a1f	0.7141
NA18636	M7b1a1	0.7455
NA18637	G2b1a2	0.7075
NA18638	M7b1a1a1	0.7861
NA18639	M7c1b2a	0.7695
NA18640	D5a2a1a	0.7791
NA18641	F1d	0.7385
NA18642	A+152+16362	0.7840
NA18643	B5b2	0.7363
NA18644	M7b	0.7736
NA18645	F2d	0.8200
NA18646	M8a2'3	0.7924
NA18647	D4b2b2b	0.7906
NA18648	D4a	0.7688
NA18740	N9a3	0.7571
NA18745	M8a2a1	0.7965
NA18747	N9a4b	0.8115
NA18748	N9a4b	0.8405
NA18749	M10a1b	0.7317
NA18757	D5a2a1	0.7275
NA18853	L3e2b	0.8305
NA18856	L2a1b3	0.8101
NA18858	L3b3	0.7998
NA18861	L0a1a2	0.8050
NA18864	L3d1'2'3'4'5'6	0.7174
NA18865	L3b1a	0.8072
NA18867	L3d1a1b	0.7580
NA18868	L2a1c1a1	0.7971
NA18870	L2b3a	0.7395
NA18871	L3b1a1	0.8134
NA18873	L3e3b	0.7727
NA18874	L2a1a1	0.8035
NA18876	L0a1a2	0.8036
NA18877	L0a1a2	0.7954
NA18878	L2a1i1	0.8098
NA18879	L4b2b	0.7556
NA18881	L3f1b1a	0.8077
NA18907	L3b1a+152	0.7920
NA18908	L2a1c5	0.8138
NA18909	L3e4a	0.7913
NA18910	L2a1c2a	0.8081
NA18912	L2a1c4a	0.7896
NA18915	L1c3b1b	0.8228
NA18916	L3b2b	0.8028
NA18917	L1b1	0.7778
NA18923	L1b1a3	0.7938
NA18924	L1b1a3	0.8109
NA18933	L1b1a15	0.7919
NA18934	L3e2a	0.7788
NA18939	A5a4	0.7951
NA18940	M7a1a	0.8181
NA18941	N9b1a	0.7373
NA18942	Z4a1a1	0.7002
NA18943	M7b1a1a3	0.7978
NA18944	D4e2	0.7934
NA18945	D4e2	0.7968
NA18946	D4b1b1a1	0.7943
NA18947	F1e1a	0.8403
NA18948	B4a1b1	0.7271
NA18949	B4b1a1	0.7501
NA18950	M8a3a1	0.7194
NA18951	D4b2a2	0.8251
NA18952	M7b1a1a1	0.7682
NA18953	M7a1a5	0.8225
NA18954	B4a1c1a1	0.7323
NA18956	M9a1a	0.8299
NA18957	D4j14	0.7784
NA18959	D4j3a1	0.8232
NA18960	N9a4	0.8356
NA18961	B5b3b	0.6962
NA18962	G2	0.7415
NA18963	G1a1a	0.7509
NA18964	A5a	0.7348
NA18965	M7a1a8	0.8174
NA18966	D4b2b1	0.7861
NA18967	D4b2b1+146	0.7685
NA18968	D4b2a2a1	0.8271
NA18969	M9a1a	0.8051
NA18970	F1b1a1	0.8507
NA18971	B5a2a1b	0.8025
NA18972	D4b2b1+146	0.8071
NA18973	N9a2a1	0.8179
NA18974	Y2	0.8011
NA18975	B4a1c1a1	0.7521
NA18976	N9a2c	0.8098
NA18977	D4b2b1+146	0.7963
NA18978	D4e2	0.8185
NA18979	A5a1a1	0.8120
NA18980	D4b2b1	0.8073
NA18981	D4a3	0.8114
NA18982	B4c1a1	0.7469
NA18983	D4c1a	0.7976
NA18984	B4b1a1b	0.7369
NA18985	B5b3a	0.7172
NA18986	A5a1a1	0.8120
NA18987	D4m1	0.7795
NA18988	N9a4	0.8356
NA18989	B5b1a2	0.7895
NA18990	G1a1a2	0.7879
NA18991	N9a4	0.7865
NA18992	D4a1	0.7932
NA18993	D4b1b1a1	0.8141
NA18994	M8a2c	0.7430
NA18995	D4a1a1	0.8311
NA18997	A5a3	0.7882
NA18998	D4b2a2	0.7788
NA18999	M7a1a	0.8181
NA19000	D4g1	0.7867
NA19001	M7a1a	0.8020
NA19002	D5b1b1	0.7819
NA19003	G2a1d1	0.7234
NA19004	D4g1c	0.8008
NA19005	Z4	0.7650
NA19006	D5a2a1a1a	0.7577
NA19007	G1a1a	0.7460
NA19009	B5b1a2a	0.8095
NA19010	D4b2b1	0.8242
NA19011	M7a1	0.7648
NA19012	A3a	0.7627
NA19017	L3b1a1a	0.8578
NA19019	L5a1b	0.8124
NA19020	L3e2a	0.8096
NA19023	L2a1+16189  (16192)	0.8261
NA19024	L2b1a	0.7789
NA19025	M1a1b	0.7900
NA19026	L3b1a1a	0.8578
NA19027	L0a1a+200	0.8019
NA19028	L2a5	0.7056
NA19030	L3d1a1a1	0.7591
NA19031	L0b	0.7592
NA19035	L3e1a3	0.8243
NA19036	L3b1a1a	0.8379
NA19037	L3h1a1	0.7049
NA19038	L3h1a2a1	0.7815
NA19041	L1b1a10	0.7877
NA19042	L0a1a+200	0.7958
NA19043	L5b2	0.7566
NA19054	D5a2a1a	0.7431
NA19055	N9a5	0.8346
NA19056	D4b1b1a1	0.7871
NA19057	D4	0.8111
NA19058	G2a1	0.7698
NA19059	F1b1a	0.8167
NA19060	G1a1a2	0.7802
NA19062	G2a1b	0.7855
NA19063	D4+195	0.8156
NA19064	F1b1a1	0.8507
NA19065	B4c1c1	0.7284
NA19066	D4b2b1	0.8059
NA19067	G1a1a	0.7759
NA19068	D4h1b	0.8027
NA19070	D4b2b1	0.8059
NA19072	Z3+709	0.7933
NA19074	D5c1a	0.7625
NA19075	M7b1a1a1	0.7547
NA19076	D4c1b1	0.8153
NA19077	B4b1a1	0.7395
NA19078	F1a1c2	0.8285
NA19079	N9b3	0.8088
NA19080	G1a1a	0.7954
NA19081	D4g2b1a	0.7589
NA19082	N9a2a	0.7901
NA19083	G2a1+16189+16194	0.7799
NA19084	Z3	0.8096
NA19085	D4b1b1a1	0.7937
NA19086	D4b1a1	0.8145
NA19087	D4e1a2a	0.7971
NA19088	B4c1a1c	0.7313
NA19089	D4c1a	0.8160
NA19090	M7b1a1h	0.7872
NA19091	F1b1a	0.8449
NA19092	L3e2a	0.8494
NA19093	L2a1c5	0.7838
NA19095	L2a1a2	0.8227
NA19096	L2a1c3b2	0.8080
NA19098	L3b1a+152	0.8002
NA19099	L2a1m	0.7881
NA19102	L2a1a1	0.7850
NA19107	L3b2	0.8109
NA19108	L2e1a	0.8259
NA19113	L3e2b	0.8384
NA19114	L3e1a3b	0.8526
NA19116	L2a1e1	0.8298
NA19117	L2a1a2a1a	0.8426
NA19118	L3e2a	0.8505
NA19119	L3b1a7	0.7891
NA19121	L3d5a	0.7860
NA19129	L2a1b1	0.8202
NA19130	L2a1c3b2	0.7726
NA19131	L1b1	0.7829
NA19137	L0a1a2	0.7879
NA19138	L3e2b	0.8355
NA19141	L3e1b	0.8300
NA19143	L3b1a7	0.7464
NA19144	L3d5a	0.8016
NA19146	L2e1a	0.7958
NA19147	L3e2b	0.7957
NA19149	L2a1c5	0.8138
NA19152	L2a1b2	0.7889
NA19153	L3d2b	0.7452
NA19159	L3f1b4c	0.7772
NA19160	L3e2b2	0.8316
NA19171	L3e3b	0.8132
NA19172	L3f1b+16292+150	0.7061
NA19175	L3b1a8	0.8145
NA19184	L3e1b1	0.7435
NA19185	L2b1a	0.8003
NA19189	L2a1+16189  (16192)	0.7953
NA19190	L1b1a15	0.7833
NA19197	L2b	0.7747
NA19198	L1b1a15a	0.7988
NA19200	L3e3b	0.7909
NA19201	L2e1	0.8176
NA19204	L3e2a	0.8395
NA19206	L1b1a3b	0.8014
NA19207	L1b1a3	0.7938
NA19209	L2b1b	0.7844
NA19210	L1b1a3	0.7872
NA19213	L3f1b3	0.7231
NA19214	L3e2a	0.8468
NA19222	L3b1a8	0.8137
NA19223	L1b1a3	0.7938
NA19225	L2a1+143	0.8130
NA19235	L3e2b	0.8274
NA19236	L3e2b	0.7870
NA19238	L3e2b	0.8367
NA19239	L2a1p	0.7996
NA19247	L2b3c	0.7431
NA19248	L2b3a	0.7655
NA19256	L1c3b2	0.8152
NA19257	L3b1a	0.8181
NA19307	L3b1a1a	0.8453
NA19308	L5a1a	0.8177
NA19309	L3e2b	0.8125
NA19310	L3b1a1a	0.8383
NA19312	L0a2a2a1	0.7859
NA19314	L0b	0.7498
NA19315	L3e3b	0.8339
NA19316	L3d1'2'3'4'5'6	0.7944
NA19317	L5a1	0.8060
NA19318	L5b2	0.8011
NA19319	L3e3b2	0.7648
NA19320	L3b1a1a	0.8260
NA19321	L3b1a1a	0.8187
NA19323	L1c2a1a	0.7750
NA19324	L3b1a1a	0.7893
NA19327	L0f	0.7374
NA19328	L0a2a2a1	0.7760
NA19331	L3b1a1a	0.8175
NA19332	L5b2	0.7743
NA19334	L3b1a1a	0.8175
NA19338	L3b1a1a	0.8260
NA19346	L3b1a1a	0.8578
NA19347	L3b1a1a	0.8383
NA19350	L0a1a+200	0.8264
NA19351	L2a1a2	0.8324
NA19355	L3b1a1a	0.8260
NA19360	L3b1a1a	0.8175
NA19372	L3b1a1a	0.8279
NA19374	L5b1	0.8026
NA19375	L3b1a1a	0.8361
NA19376	L2a4b	0.7861
NA19377	L3h1a2a1	0.7046
NA19378	L1c2b1a	0.7458
NA19379	L0a1a+200	0.7984
NA19380	L3b1a1a	0.8383
NA19383	L4b1	0.7700
NA19384	L3h1b1a	0.6722
NA19385	L1c1d	0.7949
NA19390	L1c3b1a	0.8303
NA19391	L3e1e	0.7658
NA19393	L2a4b	0.8012
NA19394	L2a1+143+16189  (16192)	0.7804
NA19395	L2a1+16189  (16192)	0.7877
NA19397	L3b1a1a	0.8187
NA19399	L3e1e	0.7490
NA19401	L3x1a2	0.7659
NA19403	L2a1+143+16189  (16192)+@16309	0.7415
NA19404	L5b1b	0.7769
NA19428	L3b1a1a	0.7995
NA19429	L3b1a1a	0.8260
NA19430	L0a1a2	0.7875
NA19431	L1b1	0.7912
NA19434	L4b2a2c	0.8320
NA19435	L4b2a2c	0.8240
NA19436	L3b1a1a	0.8059
NA19437	L3i1	0.7392
NA19438	L3a2	0.7181
NA19439	L3b1a1a	0.8020
NA19440	L0a1c	0.7722
NA19443	L2a2b1	0.7838
NA19445	L4b2a2c	0.8557
NA19446	L3x1a1	0.7606
NA19448	L0a1b1a1a	0.7977
NA19449	L0a1b1a1a	0.8085
NA19451	L3b1a1a	0.8383
NA19452	L2a1a2	0.8230
NA19454	L0f1	0.7575
NA19455	L5b2	0.7907
NA19456	L3b1a1a	0.8187
NA19457	L3h1a1	0.6179
NA19461	L5b2	0.7810
NA19462	L1b1a15	0.7972
NA19463	L4b2a2	0.7529
NA19466	L0a1b1a1a	0.8085
NA19467	L0a1c1	0.7833
NA19468	L3b1a1a	0.8310
NA19471	L1b1a3	0.7733
NA19472	L3b1a1a	0.8164
NA19473	L3b1a1a	0.8214
NA19474	L0b	0.6895
NA19475	L3b1a1a	0.8082
NA19625	L2a1b+143	0.7904
NA19648	H1ba	0.6217
NA19649	B2a4a1	0.7653
NA19651	A2	0.7692
NA19652	U6d3a	0.8352
NA19654	B2	0.6457
NA19655	H2a	0.5890
NA19657	C1b12	0.7602
NA19658	C1d+194	0.7166
NA19661	D1h1	0.7961
NA19663	A2ak	0.7431
NA19664	A2m	0.7088
NA19669	B2a1	0.7340
NA19670	A2+(64)	0.7684
NA19676	A2h1	0.7904
NA19678	A2+(64)	0.7679
NA19679	U5b1f1a	0.8595
NA19681	B2x	0.6950
NA19682	H2a5	0.7354
NA19684	B2t	0.7745
NA19700	L3e2b	0.8811
NA19701	D1	0.7250
NA19703	L0a1b1a	0.7889
NA19704	L3e2a1a	0.8438
NA19707	L3e2a	0.7771
NA19711	L3e3b	0.8134
NA19712	L1c2b1c	0.7771
NA19713	L0a2a2a1	0.7906
NA19716	D1d	0.7455
NA19717	C1c1	0.7620
NA19719	D1	0.7135
NA19720	A2+(64)	0.7640
NA19722	A2r1	0.7926
NA19723	A2l	0.7910
NA19725	V25	0.6823
NA19726	C	0.7657
NA19728	D1h2	0.8162
NA19729	A2+(64)	0.7544
NA19731	B2c1c	0.6864
NA19732	C1c	0.7276
NA19734	B2	0.6866
NA19735	B2y	0.7257
NA19740	A2v	0.7644
NA19741	D1i2	0.8212
NA19746	A2m	0.7408
NA19747	D1i1	0.8445
NA19749	B2a	0.7063
NA19750	H94	0.6861
NA19752	D1h	0.8002
NA19755	D1k	0.8270
NA19756	A2j	0.8068
NA19758	A2v	0.7912
NA19759	D1	0.7272
NA19761	B2m	0.7122
NA19762	C1b7a	0.7785
NA19764	A2h	0.7391
NA19770	A2ai	0.7900
NA19771	B2	0.6812
NA19773	C1b14	0.7194
NA19774	A2	0.7771
NA19776	W+194	0.7669
NA19777	A2aj	0.7925
NA19779	H10e	0.6640
NA19780	B2s	0.7608
NA19782	A2+(64)+@153	0.7731
NA19783	A2+(64)+16189	0.8095
NA19785	B2l	0.6173
NA19786	C1b12	0.7602
NA19788	C1b3	0.7482
NA19789	A2+(64)	0.7931
NA19792	B2g2	0.6914
NA19794	A2o	0.7336
NA19795	B2u	0.7077
NA19818	L3e1a3	0.8412
NA19819	L3e2b	0.7514
NA19834	L1b1	0.7963
NA19835	L2c	0.8262
NA19900	L3e3b	0.7702
NA19901	L3f1b1a	0.7837
NA19904	L0a2a2a1	0.7652
NA19908	L2a1c	0.8081
NA19909	L1b2	0.7703
NA19913	L3b1a+@16124	0.7688
NA19914	L1c3a	0.7704
NA19916	L1b1	0.7996
NA19917	L1c1b	0.8126
NA19920	L3h1b2	0.7603
NA19921	L3e2a	0.8494
NA19922	L3d3a1	0.8860
NA19923	L2a1c3a1	0.7346
NA19982	M32c	0.8612
NA19984	L2b1a	0.8106
NA20126	L2a1f1	0.8096
NA20127	L2c	0.8421
NA20274	L2a1b+143	0.8200
NA20276	L2a1a3	0.7977
NA20278	L3e2a	0.7760
NA20281	L1c1d	0.8179
NA20282	L1b1	0.7869
NA20287	L2a1a2a1	0.8386
NA20289	L1b1	0.7887
NA20291	L3e4a	0.7791
NA20294	L3d1b3a	0.7559
NA20296	L3d4	0.8055
NA20298	L3k	0.7327
NA20299	C	0.6772
NA20314	A2+(64)	0.7661
NA20317	L3d4	0.8055
NA20318	L3d4	0.8306
NA20320	L1b1a1'4	0.7924
NA20321	L1b1a1'4	0.7740
NA20332	L2a1l1b	0.8083
NA20334	L0a1a2	0.8076
NA20339	L3d1c	0.7919
NA20340	L2a1a1	0.7727
NA20342	L3e2b	0.8274
NA20346	L3e2b1a	0.8194
NA20348	L3e2b1a	0.8194
NA20351	L2a1c1	0.7927
NA20355	L0a1a2	0.8148
NA20356	U6a5	0.8374
NA20357	L2a1e1	0.7970
NA20359	L1c3a	0.8102
NA20362	L1c3a	0.8096
NA20412	L1b1	0.7919
NA20502	H93	0.6700
NA20503	W4c	0.7577
NA20504	H1e2	0.7745
NA20505	K1a1b1e	0.8342
NA20506	HV24	0.6918
NA20507	T2b7a3	0.8025
NA20508	T2b3e	0.7841
NA20509	H1b1	0.7470
NA20510	W6	0.7995
NA20511	H14a+146	0.6607
NA20512	U4	0.8438
NA20513	H1e1b1	0.7493
NA20514	H59a	0.7679
NA20515	U5a1b1	0.8227
NA20516	H6a1b4	0.7413
NA20517	U5b2a3	0.7778
NA20518	J2a1a1a	0.8670
NA20519	H5	0.7352
NA20520	H2a	0.6808
NA20521	H31	0.7087
NA20522	K1a2	0.8566
NA20524	D4j12	0.8178
NA20525	H1aj	0.7218
NA20527	H92	0.7230
NA20528	J1c17	0.8445
NA20529	T2n	0.8145
NA20530	K1a4c	0.8226
NA20531	H1e2	0.7745
NA20532	HV0a	0.7617
NA20533	H5	0.7804
NA20534	J1b1a3	0.8180
NA20535	H1a	0.8038
NA20536	X2d1a	0.7599
NA20538	H82	0.6758
NA20539	K1a1b	0.8685
NA20540	U5a'b	0.8190
NA20541	H1	0.7204
NA20542	T1b	0.8409
NA20543	H2a	0.5579
NA20544	J1c	0.8242
NA20581	T1a2a	0.8142
NA20582	H56d	0.7430
NA20585	H2a	0.6491
NA20586	H1ba	0.7056
NA20587	H+16311	0.7354
NA20588	H23	0.7362
NA20589	T2e	0.8319
NA20752	J2a2b2	0.8645
NA20753	L1b1a5	0.8139
NA20754	H14b	0.6478
NA20755	H2a5	0.6908
NA20756	K2a8	0.8748
NA20757	T1a+152	0.8142
NA20758	T2c1d+152	0.7865
NA20759	K1a1b2a1	0.8509
NA20760	U5a2b5	0.8177
NA20761	H2a	0.6586
NA20762	W5a1	0.8075
NA20763	HV	0.6881
NA20764	K1a+195	0.8559
NA20765	U5a2b2	0.9005
NA20766	H87	0.7514
NA20767	H1e2	0.6450
NA20768	H1a3a3	0.7902
NA20769	H1ba	0.7056
NA20770	T2d2	0.8059
NA20771	H13b1b	0.7241
NA20772	H	0.5938
NA20773	H2a	0.6099
NA20774	U5a1b1	0.8450
NA20775	T2b7a3	0.7807
NA20778	U7a4a	0.8017
NA20783	T2c1a	0.7969
NA20785	J1c3e	0.8726
NA20786	U8b1b1	0.8397
NA20787	J1c1h	0.8150
NA20790	H1+152	0.6998
NA20792	H1b1	0.7458
NA20795	H26c	0.7844
NA20796	H2a	0.5910
NA20797	V2	0.7540
NA20798	H15b1	0.7625
NA20799	H5e1	0.6661
NA20800	H91	0.6424
NA20801	HV1b2	0.6991
NA20802	H18	0.6361
NA20803	H1e2d	0.6734
NA20804	W6	0.8343
NA20805	U5a1+@16192	0.8184
NA20806	H13b1b	0.7416
NA20807	U2e1'2'3	0.8188
NA20808	H55	0.7023
NA20809	H24b	0.7246
NA20810	H1	0.5897
NA20811	H1q3	0.7489
NA20812	U5a1a1b	0.8822
NA20813	K1a1b	0.8269
NA20814	HV	0.7294
NA20815	H44a	0.6808
NA20818	J1+16193	0.8652
NA20819	T1a10	0.8153
NA20821	T2+16189	0.7645
NA20822	U5a1a2b	0.8848
NA20826	U1a	0.8361
NA20827	U5a1+@16192	0.8426
NA20828	K1a4f1	0.8134
NA20832	H1n+146	0.7182
NA20845	M5a2a4	0.8007
NA20846	M5a2a1a1	0.8187
NA20847	R32	0.5759
NA20849	M38a	0.7833
NA20850	H6b2	0.7567
NA20851	W+194	0.7763
NA20852	R5a2a	0.8430
NA20853	M4a	0.8143
NA20854	U5a1a	0.7842
NA20856	R30b2a	0.6926
NA20858	W+194	0.7936
NA20859	R	0.6008
NA20861	R31a	0.7683
NA20862	U7a3a	0.8231
NA20863	R32	0.5912
NA20864	M36	0.6646
NA20866	U2a1a	0.8416
NA20867	HV2a	0.6977
NA20868	R5a1a	0.7667
NA20869	M35b4	0.8286
NA20870	H+152	0.6792
NA20872	H2a	0.6320
NA20874	M40a	0.7182
NA20875	U2a2	0.7341
NA20876	M35b4	0.8112
NA20877	R2+13500	0.8320
NA20878	M5a1	0.8089
NA20881	M4"67+16311	0.7849
NA20882	M2c	0.7676
NA20884	R32	0.6085
NA20885	M2c	0.7676
NA20886	X2	0.7583
NA20887	U2b2	0.8280
NA20888	M39b1	0.6771
NA20889	U7a3a	0.7529
NA20890	T1a1	0.8497
NA20891	M4"67+16311	0.7549
NA20892	R2+13500	0.8406
NA20894	M4"67	0.6826
NA20895	M5a2a1a1	0.8058
NA20896	H	0.6409
NA20897	M39b1	0.6897
NA20899	R2+13500	0.7947
NA20900	M2c	0.7437
NA20901	T2	0.7855
NA20902	R30b2a	0.6828
NA20903	L2a1d	0.7445
NA20904	U2a2	0.7674
NA20905	M2b1a	0.7908
NA20906	M39b1	0.6704
NA20908	M39b1	0.7025
NA20910	K2a5b	0.8266
NA20911	M5a	0.6952
NA21086	R2+13500	0.8518
NA21087	R32	0.5609
NA21088	R32	0.5898
NA21089	R31a	0.7617
NA21090	M64	0.7735
NA21091	R2+13500	0.8040
NA21092	M3a2	0.7207
NA21093	R2+13500	0.8518
NA21094	R	0.5620
NA21095	U2b2	0.8334
NA21097	U1a1c1d	0.8574
NA21098	H	0.6409
NA21099	R5a2	0.8241
NA21100	M30	0.8516
NA21101	M30f	0.8059
NA21102	R30b2a	0.7258
NA21103	M2a1a2a	0.7670
NA21104	M2b3	0.8254
NA21105	R30b2a	0.7154
NA21106	R32	0.5912
NA21107	U7a3a	0.7763
NA21108	U9b1	0.7751
NA21109	M38a	0.7380
NA21110	R30a	0.6748
NA21111	U2c1	0.7843
NA21112	HV12b1	0.7416
NA21113	U7	0.8522
NA21114	M5a	0.6908
NA21115	R30b2a	0.6926
NA21116	M35b4	0.7768
NA21117	R2+13500	0.8406
NA21118	L3i1b	0.8214
NA21119	U2b	0.7374
NA21120	M37e	0.8498
NA21122	M5a	0.6794
NA21123	R2+13500	0.8518
NA21124	M5a1	0.7853
NA21125	M5a5	0.8035
NA21126	J1b1b1	0.8096
NA21127	M5a2a	0.8168
NA21128	M5a	0.7239
NA21129	R32	0.5609
NA21130	U7a3a	0.7666
NA21133	M38a	0.7685
NA21135	M30b	0.7882
NA21137	R31a	0.8034
NA21141	R2+13500	0.7995
NA21142	L3i1b	0.8214
NA21143	M	0.6968
NA21144	R8a1b	0.7704
HG00405	B5b2c1	0.7466
HG00408	R9c1b1	0.8320
HG00418	B5a1c1a1	0.7010
HG00420	B4g2	0.6650
HG00423	N9a8	0.7181
HG00427	B5a1c1a1	0.7010
HG00429	C4a1a2a	0.8063
HG00438	F1e1	0.7478
HG00444	M8a2a	0.6842
HG00447	B4b1	0.6414
HG00450	R11	0.7379
HG00453	B4g1b	0.6997
HG00459	B5a1c1a	0.7520
HG00465	F1a1c	0.7345
HG00474	D6a	0.7941
HG00477	Z	0.7163
HG00480	N9a1	0.7760
HG00501	M7b1a1a3	0.7589
HG00502	M7b1a1a3	0.7725
HG00512	M7b1a1a3	0.7555
HG00514	R11b1a	0.8301
HG00526	M7b1a1+(16192)	0.7400
HG00532	N9a4b	0.8405
HG00535	R9c1a	0.8434
HG00538	B4a4	0.6565
HG00544	B5a2	0.6054
HG00552	A2z	0.7498
HG00555	L1b1a3	0.7832
HG00558	A5b1b	0.7347
HG00561	F1a1	0.7152
HG00567	A+152	0.7150
HG00577	N9a3	0.7502
HG00578	D4j15	0.6949
HG00579	D4j15	0.7204
HG00582	D4j15	0.7204
HG00585	N9a3	0.7502
HG00591	C7a1	0.7297
HG00594	M7b1a1d1	0.7690
HG00597	B4c1a1	0.6958
HG00609	B4a1c5	0.7642
HG00612	M7c1a1a	0.7583
HG00615	Z3	0.6897
HG00621	N9a10	0.7505
HG00627	M12a1a	0.8012
HG00630	D4g2a1	0.7681
HG00635	D4j15	0.6767
HG00636	D4j15	0.6949
HG00639	A2	0.7317
HG00642	C1b2	0.7304
HG00652	D4+195	0.7159
HG00655	B4h	0.6176
HG00658	D5b	0.7956
HG00664	R9b1a3	0.7730
HG00673	F1d	0.7251
HG00685	D5a2a1b	0.7316
HG00691	B5b2	0.7767
HG00694	D4b2b2a	0.7577
HG00700	D4a7	0.7925
HG00702	D5b	0.7956
HG00703	D5b	0.7956
HG00706	F1a'c'f	0.7651
HG00709	B5a1c	0.6879
HG00733	A2	0.7679
HG00735	C	0.7350
HG00738	C	0.7476
HG00741	L1b1a7a	0.7801
HG01050	L0a1b1a	0.7917
HG01053	J2a1a1a	0.8685
HG01056	U5b2b3a	0.8427
HG01062	A2z	0.8018
HG01068	C	0.7476
HG01071	C1b4	0.7735
HG01074	L3e1e2	0.8410
HG01081	L1c3b1a	0.8335
HG01084	A2z	0.8233
HG01087	C1b4	0.7735
HG01096	L3e1e2	0.8594
HG01099	J1b1a1	0.8250
HG01100	C1d	0.7219
HG01103	C1b2	0.7304
HG01106	A2k	0.7766
HG01109	L0a1a2	0.7967
HG01114	A2w	0.8098
HG01126	A2w	0.8098
HG01135	A2q	0.7780
HG01138	B2	0.6781
HG01141	B2	0.7160
HG01150	B2	0.7160
HG01169	U4b1b1	0.8135
HG01172	A2ah	0.7338
HG01175	A2	0.7590
HG01178	A2k1	0.8143
HG01184	A2am	0.8243
HG01189	L2b1a	0.7908
HG01192	B2b3a	0.6949
HG01199	B2b3a	0.6912
HG01206	L3b1a+@16124	0.8234
HG01243	L1b2a	0.8341
HG01249	J1b1a1	0.8473
HG01252	A2ac1	0.7930
HG01255	B2	0.6780
HG01258	B2	0.7160
HG01261	L0a1b1a	0.8100
HG01273	M1a1i	0.8424
HG01274	A2w	0.8098
HG01276	A2w	0.8098
HG01278	B2	0.7160
HG01279	B2	0.7160
HG01343	A2v	0.8002
HG01346	B2	0.6670
HG01347	A2w	0.8098
HG01349	A2al	0.8250
HG01352	A2w	0.8098
HG01355	A2w	0.8098
HG01358	A2w	0.8098
HG01361	B2	0.7059
HG01367	B2	0.7034
HG01376	A2w	0.7855
HG01379	L1c3b1	0.8159
HG01385	A2w	0.8098
HG01391	B2	0.6900
HG01433	B2	0.6927
HG01439	T2b4c	0.7884
HG01457	L3e2a1b3	0.8480
HG01463	C1d+194	0.6436
HG01466	B2	0.7160
HG01490	H6a1a7	0.7619
HG01493	A2al	0.8250
HG01496	A2w1	0.7552
HG01499	B2	0.7197
HG01502	H2a	0.6969
HG01505	H1t	0.7554
HG01508	H2a	0.6969
HG01511	H13a1a1	0.6107
HG01514	H1j2	0.6737
HG01517	H32	0.6972
HG01520	H2a	0.5845
HG01523	H2a	0.6140
HG01526	H105a	0.7097
HG01529	H1ah	0.7394
HG01532	N1b1a	0.8013
HG01538	K1a4	0.8518
HG01552	L3e4a	0.8017
HG01567	A2	0.7002
HG01573	B2y	0.6594
HG01579	D1	0.7527
HG01601	J1c3f	0.8884
HG01604	K1a4a1	0.8500
HG01609	L1b1a6	0.7914
